place1,place2,relation
Illingworth and Mixenden,Thornton and Allerton,borders
Illingworth and Mixenden,Warley,borders
Illingworth and Mixenden,Ovenden,borders
Illingworth and Mixenden,Northowram and Shelf,borders
Illingworth and Mixenden,Luddendenfoot,borders
Illingworth and Mixenden,Queensbury,borders
Illingworth and Mixenden,Worth Valley,borders
Springfield,Hall Green,borders
Springfield,Moseley and Kings Heath,borders
Springfield,Sparkbrook,borders
Springfield,South Yardley,borders
Springfield,Acocks Green,borders
Springfield,Billesley,borders
Bablake,Sherbourne Warwickshire,borders
Bablake,Meriden West Midlands,borders
Bablake,Holbrook,borders
Bablake,Woodlands,borders
Bablake,Radford,borders
Bablake,Whoberley,borders
Balderstone and Kirkholt,Milkstone and Deeplish,borders
Balderstone and Kirkholt,Castleton,borders
Balderstone and Kirkholt,Crompton,borders
Balderstone and Kirkholt,Kingsway,borders
Balderstone and Kirkholt,Milnrow and Newhey,borders
Balderstone and Kirkholt,Royton North,borders
Cheadle Hulme North,Cheadle Hulme South,borders
Cheadle Hulme North,Bramhall North,borders
Cheadle Hulme North,Davenport and Cale Green,borders
Cheadle Hulme North,Heatons South,borders
Cheadle Hulme North,Cheadle and Gatley,borders
Cheadle Hulme North,Didsbury East,borders
Cheadle Hulme North,Edgeley and Cheadle Heath,borders
Cheetham,City Centre,borders
Cheetham,Ordsall,borders
Cheetham,Harpurhey,borders
Cheetham,Irwell Riverside,borders
Cheetham,Broughton,borders
Cheetham,Kersal,borders
Cheetham,Ancoats and Clayton,borders
Cheetham,Crumpsall,borders
Cheetham,Miles Platting and Newton Heath,borders
Royton North,Castleton,borders
Royton North,Crompton,borders
Royton North,Royton South,borders
Royton North,Balderstone and Kirkholt,borders
Royton North,Chadderton North,borders
Chadderton North,North Middleton,borders
Chadderton North,Castleton,borders
Chadderton North,Royton South,borders
Chadderton North,Chadderton Central,borders
Chadderton North,Royton North,borders
Chadderton North,Coldhurst,borders
Chadderton North,East Middleton,borders
Idle and Thackley,Baildon,borders
Idle and Thackley,Horsforth,borders
Idle and Thackley,Windhill and Wrose,borders
Idle and Thackley,Guiseley and Rawdon,borders
Idle and Thackley,Eccleshill,borders
Idle and Thackley,Calverley and Farsley,borders
East Park,Ettingshall,borders
East Park,Wednesfield South,borders
East Park,St. Peter's,borders
East Park,Willenhall South,borders
East Park,Bilston North,borders
East Park,Heath Town,borders
Fellgate and Hedworth,Castle Eden,borders
Fellgate and Hedworth,Bede,borders
Fellgate and Hedworth,Hebburn South,borders
Fellgate and Hedworth,Boldon Colliery,borders
Fellgate and Hedworth,Pelaw and Heworth,borders
Fellgate and Hedworth,Washington North,borders
Fellgate and Hedworth,Monkton,borders
Fellgate and Hedworth,Wardley and Leam Lane,borders
Fellgate and Hedworth,Primrose,borders
Ancoats and Clayton,City Centre,borders
Ancoats and Clayton,Droylsden East,borders
Ancoats and Clayton,Cheetham,borders
Ancoats and Clayton,Bradford,borders
Ancoats and Clayton,Droylsden West,borders
Ancoats and Clayton,Miles Platting and Newton Heath,borders
Atherton,Westhoughton,borders
Atherton,Westhoughton North and Chew Moor,borders
Atherton,Hulton,borders
Atherton,Atherleigh,borders
Atherton,Little Hulton,borders
Atherton,Tyldesley,borders
Levenshulme,Withington,borders
Levenshulme,Rusholme,borders
Levenshulme,Reddish North,borders
Levenshulme,Fallowfield,borders
Levenshulme,Gorton South,borders
Levenshulme,Burnage,borders
Levenshulme,Heatons North,borders
Levenshulme,Longsight,borders
Ecclesall,Nether Edge & Sharrow,borders
Ecclesall,Fulwood,borders
Ecclesall,Broomhill & Sharrow Vale,borders
Ecclesall,Beauchief & Greenhill,borders
Ecclesall,Graves Park,borders
Ecclesall,Dore & Totley,borders
Reddish South,Denton West,borders
Reddish South,Reddish North,borders
Reddish South,Brinnington and Central,borders
Reddish South,Heatons South,borders
Reddish South,Heatons North,borders
Halliwell,Smithills,borders
Halliwell,Heaton and Lostock,borders
Halliwell,Great Lever,borders
Halliwell,Rumworth,borders
Halliwell,Crompton,borders
Boston Castle,Rotherham East,borders
Boston Castle,Rotherham West,borders
Boston Castle,Valley,borders
Boston Castle,Darnall,borders
Boston Castle,Sitwell,borders
Boston Castle,Brinsworth and Catcliffe,borders
Boston Castle,Rawmarsh,borders
West Park,Harton,borders
West Park,Whiteleas,borders
West Park,Cleadon Park,borders
West Park,Simonside and Rekendyke,borders
West Park,Biddick and All Saints,borders
West Park,Westoe,borders
Kew,Birkdale,borders
Kew,Duke's,borders
Kew,Norwood,borders
Golborne and Lowton West,Haydock,borders
Golborne and Lowton West,Lowton East,borders
Golborne and Lowton West,Leigh West,borders
Golborne and Lowton West,Abram,borders
Golborne and Lowton West,Newton,borders
Golborne and Lowton West,Ashton,borders
Golborne and Lowton West,Earlestown,borders
Radford,Sherbourne Warwickshire,borders
Radford,Foleshill,borders
Radford,St. Michael's,borders
Radford,Holbrook,borders
Radford,Bablake,borders
Keighley East,Keighley,borders
Keighley East,Ilkley,borders
Keighley East,Bingley Rural,borders
Keighley East,Craven,borders
Keighley East,Keighley West,borders
Keighley East,Bingley,borders
Keighley East,Wharfedale,borders
Keighley East,Worth Valley,borders
Coldhurst,St. Mary's,borders
Coldhurst,Alexandra,borders
Coldhurst,Royton South,borders
Coldhurst,Chadderton Central,borders
Coldhurst,Chadderton North,borders
Coldhurst,Werneth,borders
Royston,Hemsworth,borders
Royston,Crofton Ryhill and Walton,borders
Royston,Darton East,borders
Royston,North East,borders
Royston,Monk Bretton,borders
Royston,St. Helens,borders
St. Mary's,Holyrood,borders
St. Mary's,Pilkington Park,borders
St. Mary's,Besses,borders
St. Mary's,Sedgley,borders
St. Mary's,Kersal,borders
St. Mary's,Pendlebury,borders
Edgbaston,Harborne,borders
Edgbaston,Selly Oak,borders
Edgbaston,Moseley and Kings Heath,borders
Edgbaston,Ladywood,borders
Edgbaston,Sparkbrook,borders
Edgbaston,Soho,borders
Edgbaston,Nechells,borders
East,Moorside,borders
East,West Heywood,borders
East,Elton,borders
East,Redvales,borders
East,North Heywood,borders
East,Church,borders
East,Norden,borders
Tottington,Elton,borders
Tottington,Bradshaw,borders
Tottington,North Manor,borders
Tottington,Church,borders
Harington,Ainsdale,borders
Harington,Ravenmeols,borders
Wigan Central,Ince,borders
Wigan Central,Aspull New Springs Whelley,borders
Wigan Central,Standish with Langtree,borders
Wigan Central,Douglas,borders
Wigan Central,Wigan West,borders
Brinsworth and Catcliffe,Darnall,borders
Brinsworth and Catcliffe,Sitwell,borders
Brinsworth and Catcliffe,Rother Vale,borders
Brinsworth and Catcliffe,Woodhouse,borders
Brinsworth and Catcliffe,Boston Castle,borders
Washington North,Castle Eden,borders
Washington North,Boldon Colliery,borders
Washington North,Washington West,borders
Washington North,Washington Central,borders
Washington North,Fellgate and Hedworth,borders
Washington North,Wardley and Leam Lane,borders
Washington North,Washington East,borders
Queensbury,Great Horton,borders
Queensbury,Thornton and Allerton,borders
Queensbury,Northowram and Shelf,borders
Queensbury,Illingworth and Mixenden,borders
Queensbury,Royds,borders
Queensbury,Clayton and Fairweather Green,borders
Pedmore and Stourbridge East,Wollaston and Stourbridge Town,borders
Pedmore and Stourbridge East,Lye and Stourbridge North,borders
Pedmore and Stourbridge East,Norton,borders
Pedmore and Stourbridge East,Cradley and Wollescote,borders
Eastham,Speke-Garston,borders
Eastham,Clatterbridge,borders
Eastham,Bromborough,borders
Eastham,Cressington,borders
Worsley Mesnes,Bryn,borders
Worsley Mesnes,Ince,borders
Worsley Mesnes,Abram,borders
Worsley Mesnes,Douglas,borders
Worsley Mesnes,Winstanley,borders
Derby,County,borders
Derby,Kirkdale,borders
Derby,Netherton and Orrell,borders
Derby,Linacre,borders
Derby,Litherland,borders
Derby,Warbreck,borders
Longford,Foleshill,borders
Longford,Henley,borders
Longford,Holbrook,borders
Longford,Upper Stoke,borders
Wordsley,Brierley Hill,borders
Wordsley,Kingswinford South,borders
Wordsley,Brockmoor and Pensnett,borders
Wordsley,Wollaston and Stourbridge Town,borders
Crumpsall,Charlestown,borders
Crumpsall,Sedgley,borders
Crumpsall,Higher Blackley,borders
Crumpsall,Harpurhey,borders
Crumpsall,Kersal,borders
Crumpsall,Cheetham,borders
Bradshaw,Breightmet,borders
Bradshaw,Radcliffe North,borders
Bradshaw,Bromley Cross,borders
Bradshaw,Tottington,borders
Bradshaw,Tonge with the Haulgh,borders
Bradshaw,Crompton,borders
Bradshaw,North Manor,borders
Bradshaw,Church,borders
Shevington with Lower Ground,Pemberton,borders
Shevington with Lower Ground,Standish with Langtree,borders
Shevington with Lower Ground,Wigan West,borders
Shevington with Lower Ground,Orrell,borders
Baguley,Hale Barns,borders
Baguley,Northenden,borders
Baguley,Woodhouse Park,borders
Baguley,Sharston,borders
Baguley,Village,borders
Baguley,Brooklands,borders
Biddick and All Saints,Bede,borders
Biddick and All Saints,Boldon Colliery,borders
Biddick and All Saints,Whiteleas,borders
Biddick and All Saints,Simonside and Rekendyke,borders
Biddick and All Saints,Cleadon and East Boldon,borders
Biddick and All Saints,West Park,borders
Castle,Woolsington,borders
Castle,Kenton,borders
Castle,Parklands,borders
Castle,Weetslade,borders
Castle,Fawdon,borders
Netherton Woodside and St. Andrews,Brierley Hill,borders
Netherton Woodside and St. Andrews,St. James's,borders
Netherton Woodside and St. Andrews,Rowley,borders
Netherton Woodside and St. Andrews,Brockmoor and Pensnett,borders
Netherton Woodside and St. Andrews,St. Thomas's,borders
Netherton Woodside and St. Andrews,Quarry Bank and Dudley Wood,borders
Byker,Bridges,borders
Byker,Walker,borders
Byker,Walkergate,borders
Byker,Ouseburn,borders
Byker,South Heaton,borders
Byker,Felling,borders
Little Hulton,Walkden South,borders
Little Hulton,Hulton,borders
Little Hulton,Farnworth,borders
Little Hulton,Walkden North,borders
Little Hulton,Harper Green,borders
Little Hulton,Atherton,borders
Little Hulton,Astley Mosley Common,borders
Little Hulton,Tyldesley,borders
Preston,Tynemouth,borders
Preston,Riverside,borders
Preston,Collingwood,borders
Preston,Cullercoats,borders
Preston,Chirton,borders
Bebington,Prenton,borders
Bebington,Rock Ferry,borders
Bebington,Clatterbridge,borders
Bebington,Bromborough,borders
Bebington,Pensby and Thingwall,borders
Shirley South,Blythe,borders
Shirley South,St. Alphege,borders
Shirley South,Shirley West,borders
Shirley South,Shirley East,borders
Park,Netherton and Orrell,borders
Park,Molyneux,borders
Park,Manor,borders
Park,Sudell,borders
Park,St. Oswald,borders
Manor,Offerton Park,borders
Manor,Bredbury and Woodley,borders
Manor,Davenport and Cale Green,borders
Manor,Brinnington and Central,borders
Manor,Stepping Hill,borders
Manor,Bredbury Green and Romiley,borders
Stannington,Stocksbridge & Upper Don,borders
Stannington,Southey,borders
Stannington,Walkley,borders
Stannington,Crookes & Crosspool,borders
Stannington,Fulwood,borders
Stannington,Hillsborough,borders
Dearne South,Sprotbrough and Cusworth,borders
Dearne South,Wath,borders
Dearne South,Dearne North,borders
Dearne South,Darfield,borders
Chopwell and Rowlands Gill,Crawcrook and Greenside,borders
Chopwell and Rowlands Gill,Winlaton and High Spen,borders
Chopwell and Rowlands Gill,Whickham South and Sunniside,borders
Bramley and Stanningley,Horsforth,borders
Bramley and Stanningley,Pudsey,borders
Bramley and Stanningley,Calverley and Farsley,borders
Bramley and Stanningley,Armley,borders
Bramley and Stanningley,Kirkstall,borders
Wheatley Hills & Intake,Edenthorpe,borders
Wheatley Hills & Intake,Finningley,borders
Wheatley Hills & Intake,Armthorpe,borders
Wheatley Hills & Intake,Town,borders
Wheatley Hills & Intake,Bentley,borders
Wheatley Hills & Intake,Bessacarr,borders
Roman Ridge,Sprotbrough and Cusworth,borders
Roman Ridge,Bentley,borders
Roman Ridge,Adwick le Street & Carcroft,borders
West Bromwich Central,Newton,borders
West Bromwich Central,Greets Green and Lyng,borders
West Bromwich Central,Soho,borders
West Bromwich Central,Charlemont with Grove Vale,borders
West Bromwich Central,Handsworth Wood,borders
West Bromwich Central,Wednesbury South,borders
West Bromwich Central,Hateley Heath,borders
West Bromwich Central,St. Pauls,borders
Clifford,Longford,borders
Clifford,Moss Side,borders
Clifford,Ordsall,borders
Clifford,Chorlton,borders
Clifford,Gorse Hill,borders
Clifford,Hulme,borders
Clifford,Whalley Range,borders
Monk Bretton,Cudworth,borders
Monk Bretton,Darfield,borders
Monk Bretton,Central,borders
Monk Bretton,North East,borders
Monk Bretton,Old Town,borders
Monk Bretton,Royston,borders
Monk Bretton,St. Helens,borders
Monk Bretton,Stairfoot,borders
Greasby Frankby and Irby,Hoylake and Meols,borders
Greasby Frankby and Irby,Upton,borders
Greasby Frankby and Irby,Moreton West and Saughall Massie,borders
Greasby Frankby and Irby,Pensby and Thingwall,borders
Greasby Frankby and Irby,West Kirby and Thurstaston,borders
Killingworth,Valley,borders
Killingworth,Northumberland,borders
Killingworth,Benton,borders
Killingworth,Camperdown,borders
Killingworth,Battle Hill,borders
Worsbrough,Rockingham,borders
Worsbrough,Kingstone,borders
Worsbrough,Dodworth,borders
Worsbrough,Wombwell,borders
Worsbrough,Central,borders
Worsbrough,Hoyland Milton,borders
Worsbrough,Stairfoot,borders
Worsbrough,Penistone East,borders
Parr,Sutton Weaver (civil parish),borders
Parr,Blackrod,borders
Parr,Bold St Helens,borders
Parr,Haydock,borders
Parr,Town Centre,borders
Hyde Godley,Denton North East,borders
Hyde Godley,Denton South,borders
Hyde Godley,Longdendale,borders
Hyde Godley,Hyde Werneth,borders
Hyde Godley,Hyde Newton,borders
Barnes,Sandhill,borders
Barnes,Silksworth,borders
Barnes,Millfield,borders
Barnes,St. Anne's,borders
Barnes,St. Michael's,borders
Barnes,Pallion,borders
Kings Norton,Northfield,borders
Kings Norton,Brandwood,borders
Kings Norton,Bournville,borders
Dunston and Teams,Bridges,borders
Dunston and Teams,Blaydon,borders
Dunston and Teams,Westgate,borders
Dunston and Teams,Whickham North,borders
Dunston and Teams,Dunston Hill and Whickham East,borders
Dunston and Teams,Lobley Hill and Bensham,borders
Dunston and Teams,Elswick,borders
Dunston and Teams,Benwell and Scotswood,borders
Bredbury Green and Romiley,Offerton Park,borders
Bredbury Green and Romiley,Marple North,borders
Bredbury Green and Romiley,Bredbury and Woodley,borders
Bredbury Green and Romiley,Hyde Werneth,borders
Bredbury Green and Romiley,Manor,borders
Old Swan,Picton Cheshire,borders
Old Swan,Knotty Ash,borders
Old Swan,Childwall,borders
Old Swan,Wavertree,borders
Old Swan,Kensington and Fairfield,borders
Old Swan,Tuebrook and Stoneycroft,borders
St. Helens,Darton East,borders
St. Helens,Old Town,borders
St. Helens,Royston,borders
St. Helens,Monk Bretton,borders
Gipton and Harehills,Chapel Allerton,borders
Gipton and Harehills,Roundhay,borders
Gipton and Harehills,City and Hunslet,borders
Gipton and Harehills,Killingbeck and Seacroft,borders
Gipton and Harehills,Burmantofts and Richmond Hill,borders
Weaste and Seedley,Barton,borders
Weaste and Seedley,Eccles,borders
Weaste and Seedley,Ordsall,borders
Weaste and Seedley,Claremont,borders
Weaste and Seedley,Langworthy,borders
Weaste and Seedley,Gorse Hill,borders
Westoe,Harton,borders
Westoe,Simonside and Rekendyke,borders
Westoe,West Park,borders
Westoe,Horsley Hill,borders
Westoe,Beacon and Bents,borders
Binley and Willenhall,Cheylesmore,borders
Binley and Willenhall,Wyken,borders
Binley and Willenhall,Lower Stoke,borders
Pensby and Thingwall,Prenton,borders
Pensby and Thingwall,Heswall,borders
Pensby and Thingwall,Oxton,borders
Pensby and Thingwall,Upton,borders
Pensby and Thingwall,Clatterbridge,borders
Pensby and Thingwall,Bebington,borders
Pensby and Thingwall,Greasby Frankby and Irby,borders
Pensby and Thingwall,West Kirby and Thurstaston,borders
Royds,Wyke,borders
Royds,Great Horton,borders
Royds,Wibsey,borders
Royds,Northowram and Shelf,borders
Royds,Queensbury,borders
Royds,Hipperholme and Lightcliffe,borders
Blakenall,St. Matthew's,borders
Blakenall,Bloxwich East,borders
Blakenall,Pelsall,borders
Blakenall,Birchills Leamore,borders
Blakenall,Rushall-Shelfield,borders
Norwood,Cambridge,borders
Norwood,Meols,borders
